SAMPID,TISSUE
GTEX-131XE-0126-SM-5LZVC,Thyroid
GTEX-131XE-0326-SM-5LZVO,Liver
GTEX-131XE-0426-SM-5IJF4,Testis
GTEX-131XE-0526-SM-5K7YT,Heart_Atrial_Appendage
GTEX-131XE-0626-SM-5HL98,Heart_Left_Ventricle
GTEX-131XE-0726-SM-5HL9K,Lung
GTEX-131XE-0826-SM-5HL9W,Colon_Transverse
GTEX-131XE-0926-SM-5HL7J,Small_Intestine_Terminal_Ileum
GTEX-131XE-1026-SM-5EGKE,Colon_Sigmoid
GTEX-131XE-1126-SM-5EGHW,Spleen
GTEX-131XE-1226-SM-5EGKF,Esophagus_Muscularis
GTEX-131XE-1426-SM-5HL7V,Esophagus - Esophagus_Mucosa
GTEX-131XE-1526-SM-5KM1A,Esophagus_Gastroesophageal_Junction
GTEX-131XE-1626-SM-5K7VO,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131XE-1926-SM-5IFER,Pancreas
GTEX-131XE-2026-SM-5LZW1,Adipose_Visceral_Omentum
GTEX-131XE-2226-SM-5PNYX,Stomach
GTEX-131XE-2326-SM-5PNZ2,Skin_Sun_Exposed_Lower_leg
GTEX-131XE-2426-SM-5EQ5V,Adipose_Subcutaneous
GTEX-131XE-2526-SM-5EQ57,Nerve_Tibial
GTEX-131XE-2626-SM-5PNYY,Artery_Tibial
GTEX-131XE-2726-SM-5P9G7,Muscle_Skeletal
GTEX-131XE-5003-SM-AN3XU,Heart_Left_Ventricle
GTEX-131XE-5013-SM-AN3XX,Muscle_Skeletal
GTEX-131XF-0004-SM-5DU3L,Whole_Blood
GTEX-131XF-0004-SM-7DRPB,Whole_Blood
GTEX-131XF-0006-SM-5P9HK,Whole_Blood
GTEX-131XF-0008-SM-664MH,Cells_Cultured_fibroblasts
GTEX-131XF-0126-SM-5DUVF,Adrenal_Gland
GTEX-131XF-0326-SM-5DUVR,Heart_Left_Ventricle
GTEX-131XF-0426-SM-5HL7U,Heart_Atrial_Appendage
GTEX-131XF-0526-SM-5HL87,Artery_Coronary
GTEX-131XF-0626-SM-5GIDS,Artery_Aorta
GTEX-131XF-0726-SM-5GIE5,Adipose_Visceral_Omentum
GTEX-131XF-0826-SM-5GICG,Esophagus - Esophagus_Mucosa
GTEX-131XF-0926-SM-5BC69,Esophagus_Muscularis
GTEX-131XF-1026-SM-5BC6A,Lung
GTEX-131XF-1126-SM-5HL8J,Esophagus_Gastroesophageal_Junction
GTEX-131XF-1226-SM-5HL8V,Stomach
GTEX-131XF-1326-SM-5GCMQ,Small_Intestine_Terminal_Ileum
GTEX-131XF-1426-SM-5BC68,Pancreas
GTEX-131XF-1826-SM-5EGKG,Thyroid
GTEX-131XF-1926-SM-5DUW4,Prostate
GTEX-131XF-2026-SM-5DUWG,Testis
GTEX-131XF-2126-SM-5DUWS,Skin_Sun_Exposed_Lower_leg
GTEX-131XF-2226-SM-5EQKG,Adipose_Subcutaneous
GTEX-131XF-2326-SM-5BC6B,Muscle_Skeletal
GTEX-131XF-2426-SM-5BC6C,Nerve_Tibial
GTEX-131XF-2526-SM-5EQ68,Artery_Tibial
GTEX-131XF-2626-SM-5EQ6K,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131XF-2826-SM-5EGKH,Minor_Salivary_Gland
GTEX-131XF-5001-SM-7DHLY,Heart_Left_Ventricle
GTEX-131XF-5001-SM-AN3XR,Heart_Left_Ventricle
GTEX-131XF-5004-SM-79OMG,Esophagus - Esophagus_Mucosa
GTEX-131XF-5007-SM-7PC34,Esophagus_Muscularis
GTEX-131XF-5010-SM-AN3XQ,Lung
GTEX-131XF-5013-SM-7EWFI,Prostate
GTEX-131XF-5016-SM-7MGWE,Skin_Sun_Exposed_Lower_leg
GTEX-131XG-0003-SM-5DU5J,Whole_Blood
GTEX-131XG-0003-SM-7DRPV,Whole_Blood
GTEX-131XG-0006-SM-5O9CE,Whole_Blood
GTEX-131XG-0008-SM-5YY9O,Cells_Cultured_fibroblasts
GTEX-131XG-0126-SM-5K7UJ,Adipose_Visceral_Omentum
GTEX-131XG-0226-SM-5IFG1,Thyroid
GTEX-131XG-0326-SM-5L3DX,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131XG-0426-SM-5IFGD,Spleen
GTEX-131XG-0526-SM-5DUWF,Heart_Atrial_Appendage
GTEX-131XG-0626-SM-5GCMP,Heart_Left_Ventricle
GTEX-131XG-0826-SM-5LZVS,Artery_Coronary
GTEX-131XG-0926-SM-5LZW5,Esophagus_Muscularis
GTEX-131XG-1026-SM-5GCMX,Esophagus - Esophagus_Mucosa
GTEX-131XG-1126-SM-5DUWR,Esophagus_Gastroesophageal_Junction
GTEX-131XG-1226-SM-5EGH9,Stomach
GTEX-131XG-1326-SM-5DUX4,Adrenal_Gland
GTEX-131XG-1426-SM-5GCMO,Pancreas
GTEX-131XG-1526-SM-5GCNQ,Colon_Sigmoid
GTEX-131XG-1726-SM-5LZUR,Small_Intestine_Terminal_Ileum
GTEX-131XG-1826-SM-5LZV4,Colon_Transverse
GTEX-131XG-1926-SM-5LZVG,Ovary
GTEX-131XG-2026-SM-5GCN5,Uterus
GTEX-131XG-2126-SM-5DUXG,Vagina
GTEX-131XG-2226-SM-5DUXS,Artery_Tibial
GTEX-131XG-2326-SM-5HL8F,Muscle_Skeletal
GTEX-131XG-2526-SM-5HL7F,Nerve_Tibial
GTEX-131XG-2626-SM-5KM17,Skin_Sun_Exposed_Lower_leg
GTEX-131XG-5016-SM-AN3XZ,Muscle_Skeletal
GTEX-131XH-0003-SM-5DU5M,Whole_Blood
GTEX-131XH-0003-SM-7DRPA,Whole_Blood
GTEX-131XH-0006-SM-5O98V,Whole_Blood
GTEX-131XH-0008-SM-5YYAC,Cells_Cultured_fibroblasts
GTEX-131XH-0011-R10a-SM-5EGLJ,Brain_Frontal_Cortex_BA9
GTEX-131XH-0011-R11a-SM-5EGLN,Brain_Cerebellar_Hemisphere
GTEX-131XH-0011-R1a-SM-5DUWA,Brain_Hippocampus
GTEX-131XH-0011-R2b-SM-5DUVY,Brain_Substantia_nigra
GTEX-131XH-0011-R3b-SM-5DUWM,Brain_Anterior_cingulate_cortex_BA24
GTEX-131XH-0011-R4b-SM-5DUWB,Brain_Amygdala
GTEX-131XH-0011-R6a-SM-5KM2G,Brain_Nucleus_accumbens_basal_ganglia
GTEX-131XH-0011-R8a-SM-5EGLL,Brain_Hypothalamus
GTEX-131XH-0126-SM-5LZUY,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131XH-0226-SM-5LZVB,Heart_Left_Ventricle
GTEX-131XH-0426-SM-5DUWU,Lung
GTEX-131XH-0526-SM-5DUX7,Thyroid
GTEX-131XH-0626-SM-5LZWH,Liver
GTEX-131XH-0826-SM-5GCN8,Adipose_Visceral_Omentum
GTEX-131XH-2226-SM-5DUXJ,Skin_Sun_Exposed_Lower_leg
GTEX-131XH-2426-SM-5PNZ6,Artery_Tibial
GTEX-131XH-2526-SM-5GCND,Nerve_Tibial
GTEX-131XH-2626-SM-5GCNP,Minor_Salivary_Gland
GTEX-131XH-2726-SM-5GCO2,Muscle_Skeletal
GTEX-131XH-2926-SM-5LZU4,Brain_Cerebellum
GTEX-131XW-0002-SM-5GYA5,Whole_Blood
GTEX-131XW-0002-SM-7DROR,Whole_Blood
GTEX-131XW-0006-SM-5O9AO,Whole_Blood
GTEX-131XW-0008-SM-664MJ,Cells_Cultured_fibroblasts
GTEX-131XW-0011-R10a-SM-5DUVA,Brain_Frontal_Cortex_BA9
GTEX-131XW-0011-R11a-SM-5DUV9,Brain_Cerebellar_Hemisphere
GTEX-131XW-0011-R6b-SM-5K7XY,Brain_Nucleus_accumbens_basal_ganglia
GTEX-131XW-0011-R8a-SM-5DUWY,Brain_Hypothalamus
GTEX-131XW-0011-R9a-SM-5N9EO,Brain_Spinal_cord_cervical_c-1
GTEX-131XW-0126-SM-5LZWD,Nerve_Tibial
GTEX-131XW-0226-SM-5IJCA,Artery_Tibial
GTEX-131XW-0326-SM-5KM1J,Muscle_Skeletal
GTEX-131XW-0426-SM-5LZWP,Skin_Sun_Exposed_Lower_leg
GTEX-131XW-0526-SM-5PNXZ,Adipose_Subcutaneous
GTEX-131XW-0626-SM-5PNVD,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131XW-0726-SM-5EGK3,Breast_Mammary_Tissue
GTEX-131XW-1126-SM-5EGK4,Lung
GTEX-131XW-2226-SM-5PNY1,Artery_Aorta
GTEX-131XW-3126-SM-5LZUC,Brain_Cortex
GTEX-131XW-3226-SM-5LZUO,Pituitary
GTEX-131YS-0003-SM-5DU4F,Whole_Blood
GTEX-131YS-0003-SM-7DRPE,Whole_Blood
GTEX-131YS-0005-SM-5NQAS,Whole_Blood
GTEX-131YS-0008-SM-5YY9Z,Cells_Cultured_fibroblasts
GTEX-131YS-0011-R10b-SM-5EQ5N,Brain_Frontal_Cortex_BA9
GTEX-131YS-0011-R11b-SM-5EGLM,Brain_Cerebellar_Hemisphere
GTEX-131YS-0011-R1a-SM-5DUXC,Brain_Hippocampus
GTEX-131YS-0011-R3b-SM-5DUXB,Brain_Anterior_cingulate_cortex_BA24
GTEX-131YS-0011-R4a-SM-5DUVL,Brain_Amygdala
GTEX-131YS-0011-R5b-SM-5K7YB,Brain_Caudate_basal_ganglia
GTEX-131YS-0011-R7a-SM-5IJDA,Brain_Putamen_basal_ganglia
GTEX-131YS-0011-R9b-SM-5EQLY,Brain_Spinal_cord_cervical_c-1
GTEX-131YS-0126-SM-5KM1M,Skin_Sun_Exposed_Lower_leg
GTEX-131YS-0226-SM-5IJEH,Adipose_Subcutaneous
GTEX-131YS-0326-SM-5PNYW,Nerve_Tibial
GTEX-131YS-0426-SM-5EQ4J,Artery_Tibial
GTEX-131YS-0526-SM-5EGKJ,Muscle_Skeletal
GTEX-131YS-0626-SM-5EGKL,Breast_Mammary_Tissue
GTEX-131YS-0726-SM-5P9G9,Thyroid
GTEX-131YS-0826-SM-5PNYV,Heart_Atrial_Appendage
GTEX-131YS-0926-SM-5IJB9,Lung
GTEX-131YS-1126-SM-5N9FQ,Artery_Aorta
GTEX-131YS-1226-SM-5K7VE,Artery_Coronary
GTEX-131YS-1426-SM-5IJF7,Esophagus - Esophagus_Mucosa
GTEX-131YS-1626-SM-5HL6C,Liver
GTEX-131YS-1726-SM-5HL7G,Adipose_Visceral_Omentum
GTEX-131YS-2026-SM-5P9J8,Adrenal_Gland
GTEX-131YS-2226-SM-5P9G8,Ovary
GTEX-131YS-2326-SM-5IJFJ,Uterus
GTEX-131YS-2426-SM-5J2OD,Vagina
GTEX-131YS-2826-SM-5EQ47,Skin_Not_Sun_Exposed_Suprapubic
GTEX-131YS-2926-SM-5EGKI,Colon_Sigmoid
GTEX-131YS-3026-SM-5EGHY,Brain_Cerebellum
GTEX-131YS-3126-SM-5KLYT,Brain_Cortex
GTEX-131YS-3226-SM-5IFGV,Pituitary
GTEX-132AR-0002-SM-5DU51,Whole_Blood
GTEX-132AR-0006-SM-5NQ7N,Whole_Blood
GTEX-132AR-0008-SM-62LDH,Cells_Cultured_fibroblasts
GTEX-132AR-0226-SM-5IJBE,Adipose_Subcutaneous
GTEX-132AR-0326-SM-5KM2C,Skin_Not_Sun_Exposed_Suprapubic
GTEX-132AR-0426-SM-5IFH8,Liver
GTEX-132AR-0526-SM-5J2MJ,Adipose_Visceral_Omentum
GTEX-132AR-0726-SM-5EQ6J,Artery_Tibial
GTEX-132AR-0826-SM-5EGK6,Breast_Mammary_Tissue
GTEX-132AR-1026-SM-5PNVL,Muscle_Skeletal
GTEX-132AR-1126-SM-5P9GA,Thyroid
GTEX-132AR-1326-SM-5K7YC,Artery_Coronary
GTEX-132AR-1426-SM-5IFF1,Ovary
GTEX-132AR-1526-SM-5KM1L,Uterus
GTEX-132AR-1526-SM-DLIPN,Uterus
GTEX-132AR-1626-SM-5EGHP,Vagina
GTEX-132AR-1726-SM-5EGHQ,Adrenal_Gland
GTEX-132AR-1826-SM-5EGHR,Pancreas
GTEX-132AR-1926-SM-5EGK5,Heart_Atrial_Appendage
GTEX-132AR-2026-SM-5IJG4,Heart_Left_Ventricle
GTEX-132AR-2126-SM-5K7XG,Artery_Aorta
GTEX-132AR-2226-SM-5J2NT,Esophagus - Esophagus_Mucosa
GTEX-132AR-2326-SM-5IJDY,Esophagus_Muscularis
GTEX-132AR-2426-SM-5IFFD,Stomach
GTEX-132AR-2526-SM-5PNVM,Esophagus_Gastroesophageal_Junction
GTEX-132AR-2726-SM-5PNVN,Colon_Transverse
GTEX-132AR-2826-SM-5IJFV,Colon_Sigmoid
GTEX-132NY-0001-SM-5GYA3,Whole_Blood
GTEX-132NY-0001-SM-7DRPZ,Whole_Blood
GTEX-132NY-0005-SM-5O9AC,Whole_Blood
GTEX-132NY-0008-SM-62LFX,Cells_Cultured_fibroblasts
GTEX-132NY-0326-SM-5IJBL,Skin_Sun_Exposed_Lower_leg
GTEX-132NY-0526-SM-5EQ4V,Nerve_Tibial
GTEX-132NY-0626-SM-5L3D9,Artery_Tibial
GTEX-132NY-0726-SM-5KLZM,Muscle_Skeletal
GTEX-132NY-0826-SM-5K7Y7,Breast_Mammary_Tissue
GTEX-132NY-0926-SM-5P9G3,Liver
GTEX-132NY-1026-SM-5P9IY,Thyroid
GTEX-132NY-1126-SM-5PNVE,Adipose_Visceral_Omentum
GTEX-132NY-1226-SM-5PNVF,Lung
GTEX-132NY-1426-SM-5J1MJ,Heart_Atrial_Appendage
GTEX-132NY-1726-SM-5EGKK,Heart_Left_Ventricle
GTEX-132NY-2026-SM-5L3FM,Esophagus_Gastroesophageal_Junction
GTEX-132NY-2226-SM-5J2LZ,Adrenal_Gland
GTEX-132NY-2726-SM-5PNY2,Colon_Sigmoid
GTEX-132NY-2826-SM-5P9G2,Prostate
GTEX-132Q8-0004-SM-5DU3I,Whole_Blood
GTEX-132Q8-0004-SM-7DRQB,Whole_Blood
GTEX-132Q8-0006-SM-5NQA4,Whole_Blood
GTEX-132Q8-0008-SM-5ZZUC,Cells_Cultured_fibroblasts
GTEX-132Q8-0011-R10b-SM-5DUWZ,Brain_Frontal_Cortex_BA9
GTEX-132Q8-0011-R11b-SM-5DUW9,Brain_Cerebellar_Hemisphere
GTEX-132Q8-0011-R1a-SM-5EGLK,Brain_Hippocampus
GTEX-132Q8-0011-R2b-SM-5EQ5Z,Brain_Substantia_nigra
GTEX-132Q8-0011-R5a-SM-5IJDM,Brain_Caudate_basal_ganglia
GTEX-132Q8-0011-R6a-SM-5K7YN,Brain_Nucleus_accumbens_basal_ganglia
GTEX-132Q8-0011-R7b-SM-5N9F1,Brain_Putamen_basal_ganglia
GTEX-132Q8-0011-R8b-SM-5DUWX,Brain_Hypothalamus
GTEX-132Q8-0526-SM-5IJBQ,Artery_Tibial
GTEX-132Q8-0626-SM-5L3F3,Muscle_Skeletal
GTEX-132Q8-1126-SM-5K7XS,Heart_Atrial_Appendage
GTEX-132Q8-1426-SM-5EGK7,Breast_Mammary_Tissue
GTEX-132Q8-1726-SM-5EGK8,Adipose_Visceral_Omentum
GTEX-132Q8-1826-SM-5EGIY,Esophagus - Esophagus_Mucosa
GTEX-132Q8-2926-SM-5IFFP,Brain_Cerebellum
GTEX-132Q8-3026-SM-5PNVG,Brain_Cortex
GTEX-132QS-0001-SM-62LDA,Cells_EBV-transformed_lymphocytes 
GTEX-132QS-0003-SM-5DU49,Whole_Blood
GTEX-132QS-0003-SM-7DROZ,Whole_Blood
GTEX-132QS-0005-SM-5LZXK,Whole_Blood
GTEX-132QS-0008-SM-5ZZUB,Cells_Cultured_fibroblasts
GTEX-132QS-0126-SM-5IFH9,Adrenal_Gland
GTEX-132QS-0226-SM-5IFFZ,Spleen
GTEX-132QS-0326-SM-5IJFN,Thyroid
GTEX-132QS-0426-SM-5KLZ6,Heart_Left_Ventricle
GTEX-132QS-0526-SM-5IJC7,Heart_Atrial_Appendage
GTEX-132QS-0626-SM-62LFM,Artery_Aorta
GTEX-132QS-0726-SM-5IJE9,Lung
GTEX-132QS-0826-SM-5K7WV,Adipose_Visceral_Omentum
GTEX-132QS-0926-SM-5P9GB,Pancreas
GTEX-132QS-1126-SM-5P9GC,Prostate
GTEX-132QS-1226-SM-5P9GD,Testis
GTEX-132QS-1426-SM-5P9GE,Esophagus - Esophagus_Mucosa
GTEX-132QS-1526-SM-5J2MV,Esophagus_Muscularis
GTEX-132QS-1626-SM-5K7YZ,Esophagus_Gastroesophageal_Junction
GTEX-132QS-1826-SM-5IFFN,Stomach
GTEX-132QS-2426-SM-62LFI,Nerve_Tibial
GTEX-132QS-2526-SM-62LFJ,Adipose_Subcutaneous
GTEX-132QS-5001-SM-AN3Y5,Heart_Left_Ventricle
GTEX-132QS-5016-SM-AN3Y8,Muscle_Skeletal
GTEX-1339X-0004-SM-5HJQH,Whole_Blood
GTEX-1339X-0005-SM-5O9CQ,Whole_Blood
GTEX-1339X-0008-SM-5ZZUL,Cells_Cultured_fibroblasts
GTEX-1339X-0226-SM-DK2K3,Thyroid
GTEX-1339X-0226-SM-DLIOH,Thyroid
GTEX-1339X-0326-SM-5K7Z8,Heart_Atrial_Appendage
GTEX-1339X-0426-SM-5KLZY,Heart_Left_Ventricle
GTEX-1339X-0526-SM-5KLYW,Artery_Aorta
GTEX-1339X-0626-SM-5IJER,Lung
GTEX-1339X-0726-SM-5L3FF,Adipose_Visceral_Omentum
GTEX-1339X-0826-SM-5J2O6,Adrenal_Gland
GTEX-1339X-1026-SM-5IFH5,Pancreas
GTEX-1339X-1126-SM-5J2OI,Esophagus_Gastroesophageal_Junction
GTEX-1339X-1226-SM-5PNVO,Esophagus - Esophagus_Mucosa
GTEX-1339X-1426-SM-5K7YO,Stomach
GTEX-1339X-1626-SM-5IJDN,Colon_Transverse
GTEX-1339X-1726-SM-5P9J9,Colon_Sigmoid
GTEX-1339X-1926-SM-5PNVP,Testis
GTEX-1339X-2326-SM-5HL5B,Minor_Salivary_Gland
GTEX-1339X-2426-SM-5KLYU,Muscle_Skeletal
GTEX-1339X-2626-SM-5K7YX,Artery_Tibial
GTEX-1339X-2726-SM-5PNYU,Nerve_Tibial
GTEX-133LE-0001-SM-5ANGK,Whole_Blood
GTEX-133LE-0001-SM-5DWRY,Whole_Blood
GTEX-133LE-0001-SM-7DRPC,Whole_Blood
GTEX-133LE-0008-SM-62LDD,Cells_Cultured_fibroblasts
GTEX-133LE-0226-SM-5PNY3,Artery_Aorta
GTEX-133LE-0326-SM-5P9G4,Thyroid
GTEX-133LE-0526-SM-5N9EJ,Lung
GTEX-133LE-0626-SM-5IFFJ,Esophagus - Esophagus_Mucosa
GTEX-133LE-0726-SM-5P9IZ,Esophagus_Muscularis
GTEX-133LE-0926-SM-5P9J1,Adipose_Visceral_Omentum
GTEX-133LE-1226-SM-5IFGC,Ovary
GTEX-133LE-1326-SM-5IFGO,Stomach
GTEX-133LE-1426-SM-5IFH1,Small_Intestine_Terminal_Ileum
GTEX-133LE-1526-SM-5IFEN,Colon_Transverse
GTEX-133LE-1726-SM-5K7VQ,Breast_Mammary_Tissue
GTEX-133LE-1826-SM-5J1MV,Skin_Sun_Exposed_Lower_leg
GTEX-133LE-1926-SM-5N9FV,Adipose_Subcutaneous
GTEX-133LE-2026-SM-5K7WM,Muscle_Skeletal
GTEX-133LE-2126-SM-5IJBX,Nerve_Tibial
GTEX-133LE-2226-SM-5IFGU,Artery_Tibial
GTEX-133LE-2326-SM-5K7W3,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1399Q-0004-SM-5ANGQ,Whole_Blood
GTEX-1399Q-0004-SM-5DWRI,Whole_Blood
GTEX-1399Q-0004-SM-7DRP9,Whole_Blood
GTEX-1399Q-0005-SM-5NQAG,Whole_Blood
GTEX-1399Q-0008-SM-62LDE,Cells_Cultured_fibroblasts
GTEX-1399Q-1126-SM-5P9JA,Esophagus - Esophagus_Mucosa
GTEX-1399Q-2326-SM-5KM2X,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1399Q-2426-SM-5J2MO,Muscle_Skeletal
GTEX-1399Q-2826-SM-5IJEZ,Testis
GTEX-1399R-0002-SM-62LD9,Cells_EBV-transformed_lymphocytes 
GTEX-1399R-0003-SM-5HJRL_1,Whole_Blood
GTEX-1399R-0006-SM-5N9FR,Whole_Blood
GTEX-1399R-0008-SM-5ZZUF,Cells_Cultured_fibroblasts
GTEX-1399R-0126-SM-5IFEV,Thyroid
GTEX-1399R-0226-SM-5IJGG,Spleen
GTEX-1399R-0326-SM-5KM1X,Adrenal_Gland
GTEX-1399R-0426-SM-5IJE3,Pancreas
GTEX-1399R-0526-SM-5IJEF,Prostate
GTEX-1399R-0626-SM-5K7UZ,Artery_Aorta
GTEX-1399R-0726-SM-5KM2A,Esophagus_Muscularis
GTEX-1399R-0826-SM-5IJEL,Esophagus - Esophagus_Mucosa
GTEX-1399R-0926-SM-5J2N8,Esophagus_Gastroesophageal_Junction
GTEX-1399R-1126-SM-5IFIO,Stomach
GTEX-1399R-1226-SM-5P9GF,Liver
GTEX-1399R-1326-SM-5PNYS,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1399R-1626-SM-5P9GG,Testis
GTEX-1399R-1726-SM-5K7YJ,Heart_Atrial_Appendage
GTEX-1399R-1826-SM-5J2M9,Artery_Coronary
GTEX-1399R-1826-SM-E9IIE,Artery_Coronary
GTEX-1399R-1926-SM-5K7X8,Heart_Left_Ventricle
GTEX-1399R-2026-SM-5K7WN,Small_Intestine_Terminal_Ileum
GTEX-1399R-2126-SM-5K7WZ,Colon_Sigmoid
GTEX-1399R-2226-SM-5P9JB,Colon_Transverse
GTEX-1399R-2226-SM-DLIQ5,Colon_Transverse
GTEX-1399R-2326-SM-5PNYT,Artery_Tibial
GTEX-1399R-2426-SM-5IJFC,Nerve_Tibial
GTEX-1399R-2526-SM-5IFG2,Muscle_Skeletal
GTEX-1399R-2626-SM-5KLZ7,Adipose_Subcutaneous
GTEX-1399R-2726-SM-5IJBA,Skin_Sun_Exposed_Lower_leg
GTEX-1399R-5010-SM-AN3YF,Heart_Left_Ventricle
GTEX-1399S-0006-SM-5NQ7U,Whole_Blood
GTEX-1399S-0008-SM-62LDF,Cells_Cultured_fibroblasts
GTEX-1399S-0126-SM-5IJCF,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1399S-0226-SM-5IFFG,Spleen
GTEX-1399S-0326-SM-5IFFS,Pancreas
GTEX-1399S-0426-SM-5IFG5,Adrenal_Gland
GTEX-1399S-0526-SM-5IJG8,Kidney_Cortex
GTEX-1399S-0826-SM-5KM23,Heart_Atrial_Appendage
GTEX-1399S-0926-SM-5PNVQ,Artery_Coronary
GTEX-1399S-1026-SM-5KLZ9,Heart_Left_Ventricle
GTEX-1399S-1226-SM-5J1O6,Esophagus_Muscularis
GTEX-1399S-1326-SM-5P9GH,Esophagus - Esophagus_Mucosa
GTEX-1399S-1426-SM-5PNYQ,Adipose_Visceral_Omentum
GTEX-1399S-1526-SM-5P9JC,Esophagus_Gastroesophageal_Junction
GTEX-1399S-1626-SM-5P9GI,Stomach
GTEX-1399S-1726-SM-5L3DI,Lung
GTEX-1399S-1926-SM-5J2M5,Colon_Transverse
GTEX-1399S-2026-SM-5KM4B,Small_Intestine_Terminal_Ileum
GTEX-1399S-2126-SM-5J2MH,Ovary
GTEX-1399S-2226-SM-5IFEW,Uterus
GTEX-1399S-2226-SM-DKTR7,Uterus
GTEX-1399S-2226-SM-DLIPM,Uterus
GTEX-1399S-2326-SM-5K7YV,Vagina
GTEX-1399S-2326-SM-DO3X1,Vagina
GTEX-1399S-2426-SM-5K7U3,Nerve_Tibial
GTEX-1399S-2626-SM-5L3DU,Artery_Tibial
GTEX-1399S-2726-SM-5KM22,Muscle_Skeletal
GTEX-1399S-5001-SM-AN3YL,Heart_Left_Ventricle
GTEX-1399S-5019-SM-AN3YM,Muscle_Skeletal
GTEX-1399T-0004-SM-5HJPS_1,Whole_Blood
GTEX-1399T-0008-SM-62LDB,Cells_Cultured_fibroblasts
GTEX-1399T-0011-R10b-SM-AHZ6E,Brain_Frontal_Cortex_BA9
GTEX-1399T-0011-R11a-SM-5J2O1,Brain_Cerebellar_Hemisphere
GTEX-1399T-0011-R1b-SM-5DUWN,Brain_Hippocampus
GTEX-1399T-0011-R2b-SM-5DUXM,Brain_Substantia_nigra
GTEX-1399T-0011-R4b-SM-5DUVX,Brain_Amygdala
GTEX-1399T-0011-R5b-SM-5IJDK,Brain_Caudate_basal_ganglia
GTEX-1399T-0011-R6b-SM-5K7YL,Brain_Nucleus_accumbens_basal_ganglia
GTEX-1399T-0011-R8b-SM-5IJD8,Brain_Hypothalamus
GTEX-1399T-0126-SM-5KM15,Thyroid
GTEX-1399T-0426-SM-5PNVJ,Heart_Left_Ventricle
GTEX-1399T-0426-SM-CYKV1,Heart_Left_Ventricle
GTEX-1399T-0526-SM-5J1NC,Artery_Aorta
GTEX-1399T-0726-SM-5J1MH,Heart_Atrial_Appendage
GTEX-1399T-0826-SM-5IFES,Liver
GTEX-1399T-1226-SM-5P9J5,Prostate
GTEX-1399T-1326-SM-5PNVH,Adipose_Visceral_Omentum
GTEX-1399T-1426-SM-664M8,Esophagus_Muscularis
GTEX-1399T-1526-SM-5P9J6,Testis
GTEX-1399T-2426-SM-5L3FJ,Muscle_Skeletal
GTEX-1399T-2426-SM-CYKW2,Muscle_Skeletal
GTEX-1399T-2526-SM-DLIPI,Nerve_Tibial
GTEX-1399T-2526-SM-DMZ31,Nerve_Tibial
GTEX-1399T-2626-SM-5L3E4,Artery_Tibial
GTEX-1399T-2726-SM-5K7XK,Adipose_Subcutaneous
GTEX-1399T-2826-SM-5KLYZ,Skin_Sun_Exposed_Lower_leg
GTEX-1399T-2926-SM-5IFF8,Pituitary
GTEX-1399T-3026-SM-5KLZC,Brain_Cortex
GTEX-1399T-3026-SM-CYKW1,Brain_Cortex
GTEX-1399T-3126-SM-5IJFS,Brain_Cerebellum
GTEX-1399U-0004-SM-5HJQ5,Whole_Blood
GTEX-1399U-0005-SM-5NQ8K,Whole_Blood
GTEX-1399U-0008-SM-5S2VE,Cells_Cultured_fibroblasts
GTEX-1399U-0226-SM-5P9J2,Adrenal_Gland
GTEX-1399U-0326-SM-5P9G5,Thyroid
GTEX-1399U-0426-SM-5K7UU,Artery_Aorta
GTEX-1399U-0526-SM-5K7YM,Heart_Left_Ventricle
GTEX-1399U-0626-SM-5J1NZ,Artery_Coronary
GTEX-1399U-0726-SM-5KM1D,Heart_Atrial_Appendage
GTEX-1399U-0826-SM-5KM1P,Lung
GTEX-1399U-0926-SM-5IFHA,Pancreas
GTEX-1399U-1026-SM-5J1OC,Esophagus - Esophagus_Mucosa
GTEX-1399U-1126-SM-5L3DB,Skin_Not_Sun_Exposed_Suprapubic
GTEX-1399U-1226-SM-5K7XT,Esophagus_Muscularis
GTEX-1399U-1326-SM-5IJET,Uterus
GTEX-1399U-1326-SM-DK2JO,Uterus
GTEX-1399U-1426-SM-5J1N8,Esophagus_Gastroesophageal_Junction
GTEX-1399U-1526-SM-5J2N7,Vagina
GTEX-1399U-1626-SM-5P9J3,Stomach
GTEX-1399U-1726-SM-5P9J4,Ovary
GTEX-1399U-1826-SM-5PNZ1,Breast_Mammary_Tissue
GTEX-1399U-1926-SM-5IFH7,Colon_Transverse
GTEX-1399U-1926-SM-DLIQQ,Colon_Transverse
GTEX-1399U-2026-SM-9WPNN,Adipose_Visceral_Omentum
GTEX-1399U-2126-SM-5IFEZ,Small_Intestine_Terminal_Ileum
GTEX-1399U-2226-SM-5KLZI,Colon_Sigmoid
GTEX-1399U-2326-SM-5K7WY,Skin_Sun_Exposed_Lower_leg
